OSM_ID,Name,latitude,longitude,Amenity_Type,Cuisine,Price_Level_OSM,Website,Review_Text,Review_Sentiment_Score,Final_NLP_Rating
4881292621,,10.7724172,106.7037256,cafe,,,,"Món ăn tuyệt vời, phục vụ nhanh chóng.",0.82,4.55
4882461221,Cà Phê Language Exchange,10.7899533,106.67914,cafe,coffee_shop,,,"Chờ đợi quá lâu, món ăn không như quảng cáo.",-0.65,0.875
4882951122,Ẩm Thực Chay Chân Nhu II,10.7650979,106.6948465,restaurant,vietnamese,,,"Giá cả hợp lý, chắc chắn sẽ quay lại!",0.61,4.0249999999999995
4884593121,,10.762579,106.7063092,restaurant,,,,"Giá cả hợp lý, chắc chắn sẽ quay lại!",0.7,4.25
4886670021,Cà Phê Xì Gòn Phố,10.7743249,106.6691061,cafe,crepe;cake;coffee_shop,,http://www.xigonpho.com,"Món ăn quá tệ, không đáng tiền chút nào.",-0.77,0.575
4893535422,,10.7820903,106.6963933,restaurant,,,,"Không gian ấm cúng, trải nghiệm ẩm thực tuyệt hảo.",0.93,4.825
4904103821,Nhà Hàng The Fish Sauce,10.7811468,106.6994239,restaurant,,,,"Giá cả hợp lý, chắc chắn sẽ quay lại!",0.83,4.575
4908284622,Cà Phê Và Board Game,10.7672286,106.6964802,cafe,,,,"Chờ đợi quá lâu, món ăn không như quảng cáo.",-0.81,0.47499999999999987
4914233121,,10.7939118,106.7083084,cafe,,,https://www.nn-store.com/,"Món ăn tuyệt vời, phục vụ nhanh chóng.",0.91,4.775
4928829323,Starbucks,10.7710508,106.6939121,cafe,coffee_shop,,,"Món ăn quá tệ, không đáng tiền chút nào.",-0.96,0.10000000000000009
4956835722,Cà Phê Yoyo Acoustic,10.777269,106.6899754,cafe,,,,"Chờ đợi quá lâu, món ăn không như quảng cáo.",-0.92,0.1999999999999999
4983142021,Nhà Hàng Song Ngư,10.7726596,106.6896406,restaurant,,,,"Món ăn quá tệ, không đáng tiền chút nào.",-0.76,0.6
4983194022,,10.7852193,106.6908895,restaurant,,,,"Thái độ nhân viên không tốt, không hài lòng.",-0.93,0.17499999999999988
5001507622,Phố Nhật Quán,10.7653734,106.6968847,restaurant,ramen;soba;curry;sushi;asian;japanese;grill;seafood;fish;diner,,http://phonhat.com,"Thái độ nhân viên không tốt, không hài lòng.",-0.7,0.7500000000000001
5003536402,Nhà Hàng Ichiba Sushi,10.7925044,106.6810624,restaurant,,,,"Món ăn quá tệ, không đáng tiền chút nào.",-0.77,0.575
5003536403,Cà Phê Mang Đi Effoc,10.7923469,106.6814737,cafe,,,,"Giá cả hợp lý, chắc chắn sẽ quay lại!",0.93,4.825
5003536405,Highlands Coffee,10.7882519,106.6852952,cafe,coffee_shop;vietnamese,,,"Giá cả hợp lý, chắc chắn sẽ quay lại!",0.71,4.275
5003536408,Nhà Hàng Food House,10.7851216,106.6888205,restaurant,,,,"Không gian ấm cúng, trải nghiệm ẩm thực tuyệt hảo.",0.82,4.55
5003536409,Nhà Hàng Thế Giới Hải Sản,10.7857006,106.6904759,restaurant,,,,"Món ăn quá tệ, không đáng tiền chút nào.",-0.88,0.3
5003536410,Nhà Hàng Rắn Biển 6,10.7839859,106.6922466,restaurant,,,,"Món ăn quá tệ, không đáng tiền chút nào.",-0.95,0.1250000000000001
5003536418,Nhà Hàng Bông Súng,10.7782363,106.6990416,restaurant,vietnamese;asian,,,"Thái độ nhân viên không tốt, không hài lòng.",-0.64,0.8999999999999999
5004072822,Cà Phê The Yellow Chair Specialty,10.7780582,106.6908927,cafe,ice_cream;tea;cake;friture;coffee_shop,,,"Thái độ nhân viên không tốt, không hài lòng.",-0.73,0.675
5004996021,Phở Cao Vân,10.7847219,106.6994425,restaurant,vietnamese,,,"Giá cả hợp lý, chắc chắn sẽ quay lại!",0.82,4.55
5008004723,Trà Sữa Bobapop,10.772827,106.7027679,cafe,tea,,,"Giá cả hợp lý, chắc chắn sẽ quay lại!",0.73,4.325
5015735821,Phở Hòa Pasteur,10.7868014,106.689046,restaurant,beef_bowl;noodle,,,"Món ăn tuyệt vời, phục vụ nhanh chóng.",0.73,4.325
5022397321,,10.7862027,106.6933041,restaurant,,,,"Chờ đợi quá lâu, món ăn không như quảng cáo.",-0.71,0.7250000000000001
5037856321,Cà Phê Snob,10.7700226,106.6862092,cafe,,,,"Chờ đợi quá lâu, món ăn không như quảng cáo.",-0.81,0.47499999999999987
5047033522,Phở Quỳnh,10.76755,106.6905896,restaurant,vietnamese,,,"Món ăn tuyệt vời, phục vụ nhanh chóng.",0.74,4.35
5047421727,Nhà Hàng Nippon Izakaya,10.7903239,106.7100816,restaurant,,,,"Không gian ấm cúng, trải nghiệm ẩm thực tuyệt hảo.",0.66,4.15
5049432115,Cà Phê Vee Ayy,10.7598947,106.690293,cafe,,,,"Thái độ nhân viên không tốt, không hài lòng.",-0.68,0.7999999999999998
5059311422,,10.7890435,106.6921881,restaurant,international;vietnamese,,,"Không gian ấm cúng, trải nghiệm ẩm thực tuyệt hảo.",0.75,4.375
5068379221,Cà Phê Ichi Cat,10.7912198,106.6891855,cafe,,,,"Giá cả hợp lý, chắc chắn sẽ quay lại!",0.69,4.225
5085677121,Nhà Hàng Gà Cơ Bắp,10.7861286,106.6713635,restaurant,,,,"Không gian ấm cúng, trải nghiệm ẩm thực tuyệt hảo.",0.63,4.074999999999999
5085677221,Nhà Hàng Urban Basemet - Craft Beer & Kitchen,10.7826757,106.7054387,restaurant,,,,"Món ăn tuyệt vời, phục vụ nhanh chóng.",0.68,4.2
5090995221,Nhà Hàng Poki Grill,10.7724389,106.7037699,restaurant,korean,,,"Món ăn quá tệ, không đáng tiền chút nào.",-0.77,0.575
5099938428,Nhà Hàng Nướng BBQ,10.7782143,106.6807768,restaurant,,,,"Không gian ấm cúng, trải nghiệm ẩm thực tuyệt hảo.",0.72,4.3
5100639721,,10.7675644,106.6906612,cafe,coffee_shop;tea,,,"Không gian ấm cúng, trải nghiệm ẩm thực tuyệt hảo.",0.83,4.575
5106951924,Lương Sơn Quán,10.7796141,106.7026193,restaurant,,,,"Thái độ nhân viên không tốt, không hài lòng.",-0.84,0.4000000000000001
5107196723,Cơm Tấm 419,10.759614,106.6789833,restaurant,,,,"Không gian ấm cúng, trải nghiệm ẩm thực tuyệt hảo.",0.66,4.15
5113512124,Quán Phở Hoa,10.7807274,106.6955072,restaurant,,,,"Giá cả hợp lý, chắc chắn sẽ quay lại!",0.72,4.3
5120894231,,10.7617843,106.6913287,cafe,,,,"Chờ đợi quá lâu, món ăn không như quảng cáo.",-0.74,0.65
5121406322,Cơm Tấm 419,10.7582104,106.6769392,restaurant,,,,"Món ăn tuyệt vời, phục vụ nhanh chóng.",0.72,4.3
5134725712,Cà Phê Ben House,10.7736017,106.7024387,cafe,,,,"Không gian ấm cúng, trải nghiệm ẩm thực tuyệt hảo.",0.98,4.95
5134725720,Cà Phê Masstige,10.7734285,106.702821,cafe,,,,"Không gian ấm cúng, trải nghiệm ẩm thực tuyệt hảo.",0.77,4.425
5134726833,Quán Ăn Cô Tấm,10.7719681,106.7037155,restaurant,,,,"Chờ đợi quá lâu, món ăn không như quảng cáo.",-0.69,0.7750000000000001
5134726839,,10.7725293,106.7045671,cafe,,,,"Thái độ nhân viên không tốt, không hài lòng.",-0.8,0.4999999999999999
5138271120,Cà Phê Donna,10.7752521,106.7025547,cafe,mexican,,,"Chờ đợi quá lâu, món ăn không như quảng cáo.",-0.62,0.95
5142765821,Quán Cơm Gà Da Giòn,10.8017439,106.7154276,restaurant,,,,"Món ăn tuyệt vời, phục vụ nhanh chóng.",0.92,4.8
5158204822,Nhà Hàng Secret Garden,10.7773229,106.6998263,restaurant,,,,"Thái độ nhân viên không tốt, không hài lòng.",-0.85,0.37500000000000006
5163795721,Highland Coffee,10.798508,106.6876693,cafe,,,,"Không gian ấm cúng, trải nghiệm ẩm thực tuyệt hảo.",0.82,4.55
5164798028,Nhà Hàng La Fiesta,10.7691924,106.6972256,restaurant,mexican,,,"Món ăn tuyệt vời, phục vụ nhanh chóng.",0.91,4.775
5169110221,,10.7671135,106.6893947,cafe,,,,"Giá cả hợp lý, chắc chắn sẽ quay lại!",0.85,4.625
5201534721,Quán Lẩu Bàu Sen,10.7576984,106.678182,restaurant,vietnamese;grill,,,"Chờ đợi quá lâu, món ăn không như quảng cáo.",-0.7,0.7500000000000001
5211544999,Nhà Hàng Ấn Độ Baba's Kitchen,10.7666611,106.6921932,restaurant,indian,,,"Giá cả hợp lý, chắc chắn sẽ quay lại!",0.75,4.375
5224210322,,10.7976076,106.7040218,restaurant,vietnamese,,,"Thái độ nhân viên không tốt, không hài lòng.",-0.65,0.875
5234210521,Cà Phê Cao Nguyên,10.7647297,106.6906483,cafe,,,,"Chờ đợi quá lâu, món ăn không như quảng cáo.",-0.71,0.7250000000000001
5235914221,,10.7762673,106.7052528,restaurant,,,,"Chờ đợi quá lâu, món ăn không như quảng cáo.",-0.71,0.7250000000000001
5235916721,,10.7818373,106.6969527,restaurant,,,,"Thái độ nhân viên không tốt, không hài lòng.",-0.99,0.025000000000000022
5237468423,,10.7727745,106.6955122,restaurant,,,,"Thái độ nhân viên không tốt, không hài lòng.",-0.93,0.17499999999999988
5237792287,,10.7728536,106.6954489,restaurant,,,,"Giá cả hợp lý, chắc chắn sẽ quay lại!",0.62,4.050000000000001
5238904521,,10.7862255,106.7009028,cafe,,,,"Giá cả hợp lý, chắc chắn sẽ quay lại!",0.66,4.15
5244079022,Nhà Hàng Phúc Quang Chay,10.770467,106.6908778,restaurant,asian;vietnamese,,,"Giá cả hợp lý, chắc chắn sẽ quay lại!",0.63,4.074999999999999
5246987522,,10.769995,106.6936045,restaurant,,,,"Chờ đợi quá lâu, món ăn không như quảng cáo.",-0.89,0.27499999999999997
5246991828,,10.7716734,106.6976178,cafe,coffee_shop,,,"Món ăn tuyệt vời, phục vụ nhanh chóng.",0.7,4.25
5247153224,,10.7746511,106.7054606,cafe,,,,"Giá cả hợp lý, chắc chắn sẽ quay lại!",0.67,4.175
5247155226,,10.7694493,106.6998703,cafe,,,,"Món ăn quá tệ, không đáng tiền chút nào.",-0.76,0.6
5247170920,"Hum Vegetarian, Lounge & Restaurant",10.7766892,106.7060794,restaurant,,,,"Món ăn tuyệt vời, phục vụ nhanh chóng.",0.85,4.625
5251417821,,10.7638667,106.6774968,restaurant,,,,"Thái độ nhân viên không tốt, không hài lòng.",-0.96,0.10000000000000009
5251808622,Sushi World,10.7733218,106.7021836,restaurant,japanese;sushi,,,"Món ăn quá tệ, không đáng tiền chút nào.",-0.97,0.07500000000000007
5254312028,,10.7878678,106.6964429,restaurant,,,,"Thái độ nhân viên không tốt, không hài lòng.",-0.65,0.875
5266633521,Mì Quảng Cô Lý,10.7913998,106.6740218,restaurant,,,,"Không gian ấm cúng, trải nghiệm ẩm thực tuyệt hảo.",0.87,4.675000000000001
5279616421,Cà Phê Trúc Xinh,10.8049558,106.7147715,cafe,,,,"Món ăn quá tệ, không đáng tiền chút nào.",-0.97,0.07500000000000007
5289048828,Cà Phê The Note,10.765998,106.6911254,restaurant,,,,"Chờ đợi quá lâu, món ăn không như quảng cáo.",-0.74,0.65
5290098121,Cà Phê F.r.i.e.n.d.s,10.7736665,106.6977599,cafe,cake;breakfast;grill;coffee_shop,,http://facebook.com/saigonfriendscafe,"Món ăn quá tệ, không đáng tiền chút nào.",-0.75,0.625
5291670128,Nhà Hàng Thái Blah Blah,10.7613958,106.6898965,restaurant,thai,,,"Thái độ nhân viên không tốt, không hài lòng.",-0.68,0.7999999999999998
5293252521,Nước Ép Trái Cây Hurom,10.7711411,106.7032086,cafe,korean;ice_cream,,http://www.huromjuice.vn,"Không gian ấm cúng, trải nghiệm ẩm thực tuyệt hảo.",0.81,4.525
5295237121,,10.7740732,106.70411,cafe,,,,"Không gian ấm cúng, trải nghiệm ẩm thực tuyệt hảo.",0.8,4.5
5295524322,,10.789148,106.7002985,restaurant,,,,"Món ăn tuyệt vời, phục vụ nhanh chóng.",0.96,4.9
5296799822,Nhà Hàng Mandarine,10.7810609,106.7062097,restaurant,,,,"Giá cả hợp lý, chắc chắn sẽ quay lại!",0.8,4.5
5299734821,Nhà Hàng Yummy And Cheap!,10.7673128,106.6931455,restaurant,vietnamese,,,"Món ăn quá tệ, không đáng tiền chút nào.",-0.87,0.325
5306360521,,10.7784211,106.6920661,restaurant,vietnamese,,https://www.pivegetariansaigon.com,"Thái độ nhân viên không tốt, không hài lòng.",-0.71,0.7250000000000001
5307861821,Things Cafe,10.7695208,106.7042939,cafe,,,,"Thái độ nhân viên không tốt, không hài lòng.",-0.76,0.6
5307861921,,10.7749924,106.7005975,cafe,,,,"Chờ đợi quá lâu, món ăn không như quảng cáo.",-0.8,0.4999999999999999
5308616321,Đại Lý Internet Game One,10.7974,106.6890401,internet_cafe,,,,"Món ăn quá tệ, không đáng tiền chút nào.",-0.77,0.575
5309728723,,10.7728466,106.6906426,cafe,coffee_shop,,,"Thái độ nhân viên không tốt, không hài lòng.",-0.82,0.4500000000000001
5310057521,Nhà Hàng Grand Castella,10.7719432,106.7038158,restaurant,,,,"Giá cả hợp lý, chắc chắn sẽ quay lại!",0.89,4.7250000000000005
5311759821,Starbucks,10.7765973,106.6836767,cafe,coffee_shop,,,"Thái độ nhân viên không tốt, không hài lòng.",-0.68,0.7999999999999998
5311760021,Highlands Coffee,10.7759148,106.6853912,cafe,coffee_shop;vietnamese,,,"Chờ đợi quá lâu, món ăn không như quảng cáo.",-0.72,0.7000000000000001
5311789221,,10.7703474,106.6942383,cafe,,,,"Thái độ nhân viên không tốt, không hài lòng.",-0.72,0.7000000000000001
5312828621,Cà Phê Zone69,10.7769189,106.6907865,cafe,,,,"Không gian ấm cúng, trải nghiệm ẩm thực tuyệt hảo.",0.62,4.050000000000001
5312851022,Bánh Mì Hòa Mã,10.7703143,106.6817473,restaurant,,,,"Thái độ nhân viên không tốt, không hài lòng.",-0.75,0.625
5312899621,,10.7682417,106.6842178,cafe,,,,"Thái độ nhân viên không tốt, không hài lòng.",-0.82,0.4500000000000001
5313087921,Nhà Hàng Zone 87,10.7732787,106.7038317,restaurant,,,,"Giá cả hợp lý, chắc chắn sẽ quay lại!",0.94,4.85
5314379121,Nhà Hàng Cocochin,10.7732989,106.7041107,restaurant,,,,"Thái độ nhân viên không tốt, không hài lòng.",-0.78,0.5499999999999999
5314379122,,10.7740746,106.7041377,cafe,,,,"Món ăn tuyệt vời, phục vụ nhanh chóng.",0.93,4.825
5314379123,Nhà Hàng 3 Lá,10.7625131,106.6898195,restaurant,,,,"Món ăn tuyệt vời, phục vụ nhanh chóng.",0.69,4.225
5315507321,,10.7799587,106.6869395,cafe,,,,"Thái độ nhân viên không tốt, không hài lòng.",-0.94,0.15000000000000013
5316003321,,10.762326,106.6927709,restaurant,burger;sandwich;international;tea;seafood;coffee_shop;asian;pasta;noodles;pancake;pizza;vietnamese,,,"Món ăn quá tệ, không đáng tiền chút nào.",-0.78,0.5499999999999999
5319196721,,10.7623761,106.6939935,cafe,,,,"Không gian ấm cúng, trải nghiệm ẩm thực tuyệt hảo.",0.93,4.825
5324090929,Nhà Hàng Lẩu và Nướng Grill Riverside,10.7939164,106.6862258,restaurant,,,http://grillriverside.vn,"Không gian ấm cúng, trải nghiệm ẩm thực tuyệt hảo.",0.81,4.525
5326782722,Cà Phê Khách Sạn Phước,10.7642675,106.7056283,internet_cafe,,,,"Món ăn quá tệ, không đáng tiền chút nào.",-0.79,0.5249999999999999
5327626721,,10.7670577,106.690767,restaurant,,,,"Thái độ nhân viên không tốt, không hài lòng.",-0.82,0.4500000000000001
5331315522,Cà Phê T’s,10.7909622,106.6723935,cafe,,,,"Thái độ nhân viên không tốt, không hài lòng.",-0.65,0.875
5331404021,Nhà Hàng May And Lounge,10.7711838,106.6896281,restaurant,,,,"Món ăn tuyệt vời, phục vụ nhanh chóng.",0.82,4.55
5332444621,Cà Phê Quyên,10.7639921,106.7013763,cafe,,,,"Giá cả hợp lý, chắc chắn sẽ quay lại!",0.92,4.8
5333001422,Thuận Tuấn,10.7854835,106.6813645,restaurant,international,,,"Món ăn quá tệ, không đáng tiền chút nào.",-0.86,0.35000000000000003
5333005522,Nhà Hàng The Racha Room,10.7759009,106.705138,restaurant,,,,"Món ăn tuyệt vời, phục vụ nhanh chóng.",0.62,4.050000000000001
5333005523,Nhà Hàng Chay An Lạc,10.7687422,106.6941956,restaurant,mexican;italian;vietnamese,,,"Món ăn quá tệ, không đáng tiền chút nào.",-0.75,0.625
5333005524,Nhà Hàng Dinh Y,10.7663544,106.6888404,restaurant,vietnamese,,,"Món ăn quá tệ, không đáng tiền chút nào.",-0.88,0.3
5333005525,Cộng Cà Phê,10.7761333,106.7054272,cafe,coffee_shop;vietnamese,,,"Món ăn quá tệ, không đáng tiền chút nào.",-0.77,0.575
5333009921,Nhà Hàng Margherita,10.768706,106.6942217,restaurant,vietnamese;italian;mexican,,,"Không gian ấm cúng, trải nghiệm ẩm thực tuyệt hảo.",0.9,4.75
5333272821,Nhà Hàng Osaka Ramen,10.7799558,106.7038817,restaurant,japanese;noodles,,,"Món ăn quá tệ, không đáng tiền chút nào.",-0.85,0.37500000000000006
5336398121,King BBQ Buffet,10.771603,106.6698119,restaurant,korean,,,"Không gian ấm cúng, trải nghiệm ẩm thực tuyệt hảo.",0.61,4.0249999999999995
5338223322,Nhà Hàng Anan,10.7714375,106.7030422,restaurant,,,,"Giá cả hợp lý, chắc chắn sẽ quay lại!",0.92,4.8
5338832321,Bún thịt nướng Kiều Bảo,10.7651333,106.6948075,restaurant,vietnamese,,,"Món ăn quá tệ, không đáng tiền chút nào.",-0.71,0.7250000000000001
5346289223,Quán Bún Bò Huế Nhung,10.7893915,106.6893498,restaurant,,,,"Không gian ấm cúng, trải nghiệm ẩm thực tuyệt hảo.",0.8,4.5
5346580821,Saigon Grill Restaurant,10.7769262,106.6993038,restaurant,,,,"Giá cả hợp lý, chắc chắn sẽ quay lại!",0.65,4.125
5348828122,,10.7552712,106.6992819,restaurant,,,,"Món ăn tuyệt vời, phục vụ nhanh chóng.",0.98,4.95
5350663705,,10.8062989,106.6989101,cafe,,,,"Không gian ấm cúng, trải nghiệm ẩm thực tuyệt hảo.",0.63,4.074999999999999
5350663709,,10.8061392,106.6988633,cafe,,,,"Món ăn tuyệt vời, phục vụ nhanh chóng.",0.68,4.2
5350664330,Cà Phê Thanh Hồng,10.8048972,106.6993349,cafe,,,,"Giá cả hợp lý, chắc chắn sẽ quay lại!",0.95,4.875
5350664480,Highlands Coffee,10.7918613,106.691736,cafe,coffee_shop;vietnamese,,,"Món ăn tuyệt vời, phục vụ nhanh chóng.",0.82,4.55
5350664495,Phở Rạch Giá,10.7900563,106.6890386,restaurant,,,,"Thái độ nhân viên không tốt, không hài lòng.",-0.84,0.4000000000000001
5350664498,Cà Phê Lavida,10.78946,106.6893883,cafe,,,,"Thái độ nhân viên không tốt, không hài lòng.",-0.82,0.4500000000000001
5350664499,Cà Phê BoBaPo Taiwan Lattea,10.7892856,106.6893096,cafe,,,,"Món ăn tuyệt vời, phục vụ nhanh chóng.",0.77,4.425
5350784427,,10.7720596,106.702874,restaurant,,,,"Không gian ấm cúng, trải nghiệm ẩm thực tuyệt hảo.",0.94,4.85
5352152243,,10.7967035,106.6777453,cafe,,,,"Thái độ nhân viên không tốt, không hài lòng.",-0.77,0.575
5352258662,Trà Sữa Bubble House,10.7925062,106.6779109,cafe,,,,"Giá cả hợp lý, chắc chắn sẽ quay lại!",0.64,4.1000000000000005
5352258665,Cơm Tấm Sườn Chéo,10.79202,106.6779386,restaurant,,,,"Chờ đợi quá lâu, món ăn không như quảng cáo.",-0.92,0.1999999999999999
5352258704,Cà Phê BoBaPop Taiwan Lattea,10.7873053,106.678563,cafe,,,,"Không gian ấm cúng, trải nghiệm ẩm thực tuyệt hảo.",0.86,4.6499999999999995
5352258732,,10.7837768,106.6786432,cafe,,,,"Thái độ nhân viên không tốt, không hài lòng.",-0.71,0.7250000000000001
5352824752,Cà Phê Su Shi,10.7809955,106.6694159,cafe,,,,"Thái độ nhân viên không tốt, không hài lòng.",-0.98,0.050000000000000044
5353582021,Phúc Long,10.7680977,106.6951653,cafe,coffee,,,"Món ăn quá tệ, không đáng tiền chút nào.",-0.74,0.65
5358026521,The Vintage Emporium,10.7901969,106.6992996,cafe,international,,https://vintageemporium.net,"Chờ đợi quá lâu, món ăn không như quảng cáo.",-0.94,0.15000000000000013
5366253639,Highlands Coffee,10.7709971,106.6698176,cafe,coffee_shop;vietnamese,,,"Không gian ấm cúng, trải nghiệm ẩm thực tuyệt hảo.",0.85,4.625
5366253640,Phúc Long,10.770752,106.6696741,cafe,,,,"Giá cả hợp lý, chắc chắn sẽ quay lại!",0.91,4.775
5366253641,Starbucks,10.7703199,106.6701368,cafe,coffee_shop,,,"Chờ đợi quá lâu, món ăn không như quảng cáo.",-0.99,0.025000000000000022
5366253642,Trà Sữa Hot & Cold,10.7705333,106.6699142,cafe,,,,"Giá cả hợp lý, chắc chắn sẽ quay lại!",0.65,4.125
5366253643,Tealive,10.7710761,106.6696352,cafe,,,,"Giá cả hợp lý, chắc chắn sẽ quay lại!",0.98,4.95
5366253644,Royaltea,10.7705939,106.6698283,cafe,bubble_tea,,,"Không gian ấm cúng, trải nghiệm ẩm thực tuyệt hảo.",0.73,4.325
5366253646,Trà Sữa R&B,10.7704095,106.6698015,cafe,,,,"Giá cả hợp lý, chắc chắn sẽ quay lại!",0.61,4.0249999999999995
5366253647,Cà Phê Bumba,10.7705438,106.6697586,cafe,,,,"Món ăn quá tệ, không đáng tiền chút nào.",-0.69,0.7750000000000001
5366253648,Cà Phê Doraemond Tofu,10.7704648,106.6696191,cafe,,,,"Món ăn tuyệt vời, phục vụ nhanh chóng.",0.68,4.2
5366253649,Buffalo Wild Wings,10.7706888,106.6696459,restaurant,wings,,,"Không gian ấm cúng, trải nghiệm ẩm thực tuyệt hảo.",0.62,4.050000000000001
5366253655,Nhà Hàng MK,10.77042,106.6695789,restaurant,,,,"Món ăn quá tệ, không đáng tiền chút nào.",-0.93,0.17499999999999988
5366253657,Nhà Hàng Hoàng Yến Buffet,10.7704543,106.6695226,restaurant,,,,"Món ăn tuyệt vời, phục vụ nhanh chóng.",0.69,4.225
5366253658,Nhà Hàng Lẩu Mắm Bà Dú,10.7704121,106.6696513,restaurant,seafood,,,"Chờ đợi quá lâu, món ăn không như quảng cáo.",-0.8,0.4999999999999999
5366253659,Lẩu Bò Vivu Sài Gòn,10.7707915,106.6694823,restaurant,,,,"Món ăn tuyệt vời, phục vụ nhanh chóng.",0.93,4.825
5366253663,Nhà Hàng Hong Kong Sheng Kee,10.7708798,106.6698069,restaurant,,,,"Chờ đợi quá lâu, món ăn không như quảng cáo.",-0.76,0.6
5366253664,Sumo BBQ,10.7708679,106.6696808,restaurant,korean,,,"Món ăn quá tệ, không đáng tiền chút nào.",-0.75,0.625
5366253665,Nhà Hàng Hutong,10.7706822,106.6699517,restaurant,hotpot,,,"Giá cả hợp lý, chắc chắn sẽ quay lại!",0.84,4.6
5366253667,Nhà Hàng Osaka Osho,10.770528,106.6698042,restaurant,japanese,,,"Không gian ấm cúng, trải nghiệm ẩm thực tuyệt hảo.",0.75,4.375
5366253668,Nhà Hàng Pastamania,10.7708205,106.669536,restaurant,italian,,,"Giá cả hợp lý, chắc chắn sẽ quay lại!",0.75,4.375
5366253669,Nhà Hàng Shabu Ya,10.7703778,106.6696111,restaurant,japanese,,,"Thái độ nhân viên không tốt, không hài lòng.",-0.73,0.675
5366253670,Thai Express,10.7707915,106.6696728,restaurant,thai,,,"Món ăn tuyệt vời, phục vụ nhanh chóng.",0.81,4.525
5366253671,Nhà Hàng Kohako Sushi,10.7707625,106.6695252,restaurant,sushi,,,"Món ăn tuyệt vời, phục vụ nhanh chóng.",0.68,4.2
5366253672,Tasiki BBQ,10.7704885,106.6698605,restaurant,korean,,,"Thái độ nhân viên không tốt, không hài lòng.",-0.84,0.4000000000000001
5366253674,Nhà Hàng Khao Lao,10.7707639,106.6698726,restaurant,,,,"Không gian ấm cúng, trải nghiệm ẩm thực tuyệt hảo.",0.65,4.125
5366253675,Trà Sữa Yu Tang,10.7707889,106.6697264,cafe,vietnamese,,,"Món ăn tuyệt vời, phục vụ nhanh chóng.",0.9,4.75
5366253676,Nhà Hàng Kichi Kichi,10.7704543,106.6698793,restaurant,hotpot,,,"Thái độ nhân viên không tốt, không hài lòng.",-0.96,0.10000000000000009
5366253677,Nhà Hàng Hải Sản Chang Kang Kung,10.7707494,106.6695065,restaurant,seafood,,,"Món ăn quá tệ, không đáng tiền chút nào.",-0.94,0.15000000000000013
5366253678,Nhà Hàng Sushi Kei,10.7708996,106.6695065,restaurant,,,,"Món ăn quá tệ, không đáng tiền chút nào.",-0.63,0.925
5366253679,Nhà Hàng Aka House,10.770889,106.6696084,restaurant,,,,"Chờ đợi quá lâu, món ăn không như quảng cáo.",-0.8,0.4999999999999999
5366253680,Nhà Hàng Seoul Garden,10.7706334,106.6698981,restaurant,korean,,,"Món ăn quá tệ, không đáng tiền chút nào.",-0.7,0.7500000000000001
5366253681,Nhà Hàng Dolpan Sam,10.7704305,106.6698659,restaurant,,,,"Món ăn tuyệt vời, phục vụ nhanh chóng.",0.91,4.775
5366253686,Cà Phê Hill Street,10.7703805,106.6696674,cafe,,,,"Giá cả hợp lý, chắc chắn sẽ quay lại!",0.89,4.7250000000000005
5366253687,Nhà Hàng Nihao,10.7704095,106.6698498,restaurant,,,,"Chờ đợi quá lâu, món ăn không như quảng cáo.",-0.89,0.27499999999999997
5366253689,Nhà Hàng Nam Bento,10.770449,106.6699276,restaurant,,,,"Giá cả hợp lý, chắc chắn sẽ quay lại!",0.81,4.525
5366253691,Nhà Hàng Hotpot,10.7706282,106.669485,restaurant,,,,"Món ăn quá tệ, không đáng tiền chút nào.",-0.88,0.3
5369150222,Cà Phê L’amant,10.7820278,106.7046166,cafe,,,,"Không gian ấm cúng, trải nghiệm ẩm thực tuyệt hảo.",0.71,4.275
5372639421,Cà Phê L’amant,10.7730991,106.7052231,cafe,,,,"Món ăn quá tệ, không đáng tiền chút nào.",-0.63,0.925
5375623229,Nhà Hàng 48 Bistro,10.7714338,106.691936,restaurant,regional;vietnamese,,,"Món ăn tuyệt vời, phục vụ nhanh chóng.",0.65,4.125
5375650946,Nhà Hàng Don Chicken,10.7720053,106.692075,restaurant,fast_food,,,"Món ăn quá tệ, không đáng tiền chút nào.",-0.87,0.325
5375766600,Nhà Hàng Meat & Meet,10.7714463,106.692749,restaurant,barbecue;korean;pizza,,,"Không gian ấm cúng, trải nghiệm ẩm thực tuyệt hảo.",0.86,4.6499999999999995
5382941625,Pasteur Street Brewing Co,10.7739304,106.6973809,restaurant,,,,"Không gian ấm cúng, trải nghiệm ẩm thực tuyệt hảo.",0.71,4.275
5383494321,Bún bò Huế Chú Hà,10.7716935,106.6856775,restaurant,vietnamese,,,"Giá cả hợp lý, chắc chắn sẽ quay lại!",0.71,4.275
5384995037,Hủ Tiếu Xướng Ống Sa Đéc,10.7958109,106.6955234,restaurant,,,,"Giá cả hợp lý, chắc chắn sẽ quay lại!",0.73,4.325
5388441322,Nhà Hàng Thai Street & Rooftop Bar,10.769648,106.6978176,restaurant,asian;french,,http://www.facebook.com/ThaiStreetCalmette,"Không gian ấm cúng, trải nghiệm ẩm thực tuyệt hảo.",0.67,4.175
5388552521,Quán Phở Hùng,10.764853,106.6876056,restaurant,vietnamese;asian,,http://phohung.com.vn/,"Món ăn quá tệ, không đáng tiền chút nào.",-0.87,0.325
